,,,Auto,Auto,Teleop,Teleop,Teleop,Teleop,,
Team Number,Match,Position,SHOOTING,L1,SHOOTING,L1,L2,L3,Score,Notes
424,67,R1,17.60038369,0,52.78544468,0,0,0,70.38582837,Stalls before shooting
818,67,B2,22.81037611,0,100.8226982,0,0,0,123.6330743,
"4,590",67,B1,27.78014996,0,243.2588953,0,0,0,271.0390452,
"9,245",67,R2,37.51356748,0,173.3529703,0,0,0,210.8665378,
"2,996",67,B3,32.40947392,0,116.9184066,0,0,0,149.3278805,
"1,922",68,R3,51.08356692,0,136.3484226,0,0,0,187.4319896,
386,68,R1,6.702617921,0,10.41998553,0,0,0,17.12260345,
195,68,B2,41.61448057,0,208.9387817,0,0,0,250.5532623,
"6,988",68,B1,0,0,0,0,0,0,2,Defense bot
"3,276",68,R2,10.21381516,0,138.2315918,0,0,0,148.445407,
"2,713",68,B3,20.38551943,0,176.0612183,0,0,0,196.4467377,
973,69,R3,64.57879328,0,243.668814,0,0,0,308.2476073,
"6,647",69,R1,50.42120672,0,211.331186,0,0,0,261.7523927,
"4,253",69,B2,21.7057737,0,0,0,0,0,21.7057737,electrical pr
"4,253",69,B2,21.7057737,0,0,0,0,0,21.7057737,electrical pr
948,69,B1,11.58845259,0,35.83790946,0,0,0,47.42636206,
"1,902",69,R2,0,0,0,0,0,0,2,
"5,414",69,B3,0,0,189.1620905,0,0,0,189.1620905,beached once in auto and once in teleop
"3,005",70,R3,32.94267858,0,51.72573793,0,0,0,84.66841651,
"1,884",70,R1,0,0,0,0,0,0,2,
"4,099",70,B2,7.96876259,0,60.97673578,0,0,0,68.94549837,
"8,046",70,B1,12.11429191,0,166.1178992,0,0,0,178.2321911,
"9,029",70,R2,45.05732142,0,61.27426207,0,0,0,106.3315835,
"10,291",70,B3,11.9169455,0,139.905365,0,0,0,151.8223105,Beach auto
346,71,R3,29.49921982,0,183.9215277,0,0,0,213.4207475,brownout
233,71,R1,27.85151988,0,122.0784723,0,0,0,149.9299922,
868,71,B2,19.43649787,0,63.96820124,0,0,0,83.4046991,
695,71,B1,55.56350213,0,296.2614971,0,0,0,351.8249992,
"11,463",71,R2,7.649260298,0,0,0,0,0,7.649260298,
"2,067",71,B3,0,0,127.7703017,0,0,0,127.7703017,
"3,354",72,R3,7.716949495,0,71.77294376,0,0,0,79.48989325,
"5,736",72,R1,70.38372216,0,199.3610131,0,0,0,269.7447352,
"1,833",72,B2,57.47538456,0,0,0,0,0,57.47538456,broken shooter
"4,561",72,B1,40.00840017,0,86.87903496,0,0,0,126.8874351,
"2,910",72,R2,78.89932834,0,294.8660432,0,0,0,373.7653715,
"9,450",72,B3,19.51621528,0,31.12096504,0,0,0,50.63718031,
"5,948",73,R3,12.54590793,0,187.0098959,0,0,0,199.5558038,
"2,370",73,R1,21.47287993,0,143.7585858,0,0,0,165.2314658,
"1,577",73,B2,51.44769088,0,81.03518087,0,0,0,132.4828717,electrical problems
"8,373",73,R2,11.98121214,0,177.2315183,0,0,0,189.2127304,
"2,586",73,B3,32.83260103,0,95.65606861,0,0,0,128.4886696,
"9,067",73,B1,12.71970808,0,90.30875053,0,0,0,103.0284586,
"3,044",74,R3,0,0,0,0,0,0,2,no shooter?
"6,352",74,R1,9.105809582,0,71.17469059,0,0,0,80.28050017,
"10,553",74,B2,0,0,0,0,0,0,2,
"2,194",74,R2,46.89419042,0,123.8253094,0,0,0,170.7194998,
"1,796",74,B3,18.91313813,0,286.0745293,0,0,0,304.9876674,stuck in auto
148,74,B1,80.08686187,0,157.9254707,0,0,0,238.0123326,
"10,935",75,R3,3.475027225,0,6.146765896,0,0,0,9.621793121,
"4,400",75,R1,53.80322799,0,185.902694,0,0,0,239.705922,
"1,108",75,B2,30.83076927,0,0,0,0,0,30.83076927,
"3,256",75,R2,58.72174479,0,218.9505401,0,0,0,277.6722848,
"5,951",75,B3,22.1208426,0,271.7357194,0,0,0,293.8565619,
"4,206",75,B1,24.04838814,0,187.2642806,0,0,0,211.3126688,
"9,128",76,R3,105.8970851,0,214.2733747,0,0,0,320.1704598,
"2,052",76,R1,24.23961619,0,125.344798,0,0,0,149.5844142,
"6,988",76,B2,0,0,0,0,0,0,2,
424,76,R2,38.86329866,0,81.3818273,0,0,0,120.245126,
604,76,B3,70.36221815,0,300.6233677,0,0,0,370.9855859,
"3,276",76,B1,21.63778185,0,46.3766323,0,0,0,68.01441415,
"2,996",77,R3,43.55363653,0,86.16762509,0,0,0,129.7212616,
599,77,R1,74.44636347,0,226.1912164,0,0,0,300.6375799,
195,77,B2,0,0,178.4058033,0,0,0,178.4058033,
"5,549",77,R2,0,0,107.6411585,0,0,0,107.6411585,
818,77,B3,31.76300969,0,59.72826549,0,0,0,91.49127518,
"10,903",77,B1,21.23699031,0,29.86593126,0,0,0,51.10292157,
"1,884",78,R3,0,0,0,0,0,0,2,
687,78,R1,60.34928198,0,230.5418984,0,0,0,290.8911803,
"7,160",78,B2,15.86321752,0,117.40234,0,0,0,133.2655576,
"10,291",78,R2,24.65071802,0,134.4581016,0,0,0,159.1088197,
180,78,B3,51.44667387,0,213.0855568,0,0,0,264.5322306,
"1,902",78,B1,10.69010861,0,68.51210321,0,0,0,79.20221182,
"6,647",79,R3,84,0,113.7291819,0,0,0,197.7291819,
233,79,R1,0,0,116.8709745,0,0,0,116.8709745,
"9,245",79,B2,54.89959531,0,149.2032115,0,0,0,204.1028068,
"5,414",79,R2,0,0,34.3998436,0,0,0,34.3998436,hopper completely broke off
386,79,B3,19.343604,0,36.46513774,0,0,0,55.80874174,Hopper walls bent/broken
"6,036",79,B1,40.75680068,0,197.3316507,0,0,0,238.0884514,
"8,046",80,R3,57.07756495,0,261.1869496,0,0,0,318.2645145,
"2,910",80,R1,94.92243505,0,316.8130504,0,0,0,411.7354855,
"1,807",80,B2,13.82755766,0,3.421743128,0,0,0,17.24930078,
"4,561",80,B2,10.11919757,0,91.54912295,0,0,0,101.6683205,
"11,463",80,B3,4.168225762,0,16.63527381,0,0,0,20.80349958,
930,80,B1,27.88501901,0,44.39386011,0,0,0,72.27887912,
695,81,R3,60.14366659,0,249.6471707,0,0,0,309.7908373,
"1,922",81,R1,22.38269909,0,332.793603,0,0,0,355.1763021,
"9,029",81,B2,11.00975021,0,51.75658666,0,0,0,62.76633687,bump
341,81,R2,46.8465832,0,155.5962426,0,0,0,202.4428258,
973,81,B3,140,0,537,0,0,0,677,
"2,067",81,B1,0,0,76.97076164,0,0,0,76.97076164,beached on bump
"3,005",82,R2,26.97810022,0,35.14108476,0,0,0,62.11918498,
868,83,R3,10.62490199,0,94.79189718,0,0,0,105.4167992,
"3,256",83,R1,72.02189978,0,315.8881536,0,0,0,387.9100534,
"2,194",83,B2,60.2682324,0,169.9516191,0,0,0,230.2198515,
"9,067",83,R2,25.1068656,0,73.2564837,0,0,0,98.36334931,
"2,370",83,B3,20.75315129,0,182.4946269,0,0,0,203.2477782,
"2,046",83,B1,67.84252865,0,132.5053731,0,0,0,200.3479017,Intake broke
"1,833",84,R3,114.3466243,0,451.944573,0,0,0,566.2911973,
"10,979",84,R1,26.40432006,0,0,0,0,0,26.40432006,
#REF!,84,B2,0,0,0,#REF!,#REF!,#REF!,#REF!,#REF!
948,84,R2,5.65337568,0,43.05542704,0,0,0,48.70880272,
"10,553",84,B3,8.273144031,0,20.95339114,0,0,0,29.22653517,
"2,713",85,R3,35.58385209,0,140.2975759,0,0,0,175.881428,
"1,108",85,R1,11.73029107,0,103.7441497,0,0,0,115.4744407,
"4,590",85,B2,8.257260262,0,15.07475183,0,0,0,23.3320121,"Rammed into another robot, demobilizing it."
"5,951",85,B1,33.14300387,0,33.74903293,0,0,0,66.89203681,
"1,577",85,R2,20.01244867,0,136.1810985,0,0,0,156.1935472,
"2,586",85,B3,0.410580778,0,10.07847982,0,0,0,10.48906059,
"9,450",86,R3,14.85188291,0,51.50257947,0,0,0,66.35446237,
346,86,B2,94.08085049,0,178.8580733,0,0,0,272.9389238,
148,86,R1,0.5085687302,0,119.0634469,0,0,0,119.5720156,
"4,206",86,R1,27.27122284,0,90.04653317,0,0,0,117.317756,
"4,099",86,B3,62.87689425,0,133.4508874,0,0,0,196.3277816,
"3,044",86,B1,35.0182686,0,103.798519,0,0,0,138.8167876,
"2,783",87,R3,12.93342431,0,185.4792357,0,0,0,198.41266,
"10,935",87,B2,3.054349486,0,24.47700064,0,0,0,27.53135013,
88,87,R1,50.92738192,0,167.7244804,0,0,0,218.6518623,
"6,436",87,R2,84.06657569,0,127.926649,0,0,0,211.9932247,Fast consistently
"2,783",87,B3,0,0,147.5941152,0,0,0,147.5941152,
"3,354",87,B1,59.75460832,0,156.3007692,0,0,0,216.0553775,
"9,408",88,B2,27.26571573,0,195.0197603,0,0,0,222.285476,
"6,647",88,R1,52.17169616,0,220.9802397,0,0,0,273.1519358,
"1,884",88,R2,0,0,0,0,0,0,2,Why do they start preloaded with fuel theyre literally a brick
"1,796",88,B3,51.24539168,0,132.6992308,0,0,0,183.9446225,
0,88,B1,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
"1,807",,,44.56258812,0,0,0,0,0,44.56258812,
"4,253",88,R3,29.99843118,0,83.30407209,0,0,0,113.3025033,
"10,291",89,B1,19.83223648,0,136.738942,0,0,0,156.5711785,
"4,253",89,R1,11.55746924,0,77.41608794,0,0,0,88.97355718,
"9,245",89,B2,58.44409958,0,158.27984,0,0,0,216.7239395,
"9,128",89,B3,56.66479174,0,293.2331642,0,0,0,349.897956,
"4,561",89,R2,9.502971787,0,129.0278937,0,0,0,138.5308655,
973,89,R3,67.67537883,0,191.6740128,0,0,0,259.3493917,
"6,036",90,B1,0,0,252.9963296,0,0,0,252.9963296,
599,90,R1,34.90948671,0,247.3542092,0,0,0,282.2636959,
180,90,B2,54.68655586,0,66.00367037,0,0,0,120.6902262,Shooter jammed
"11,463",90,R3,9.031803085,0,0,0,0,0,9.031803085,
"6,352",90,R2,9.415134465,0,40.97177798,0,0,0,50.38691245,"Get tippy when their hoppers full, too clunky to fill up hooper"
604,90,B3,27.74580092,0,448,0,0,0,475.7458009,
868,91,B1,59.97980771,0,305.9607292,0,0,0,365.9405369,
"2,194",91,R1,35.78456776,0,116.4935885,0,0,0,152.2781562,Too bulky
"1,922",92,B3,48.25419908,0,0,0,0,0,48.25419908,
"3,256",91,B2,15.55646382,0,116.8775177,0,0,0,132.4339815,
868,91,R2,37.46372847,0,201.1617532,0,0,0,238.6254817,Disabled for a second
195,91,R3,91.6050014,0,239.3201911,0,0,0,330.9251925,
"2,046",92,R1,40.32840866,0,223.9837299,0,0,0,264.3121386,
930,92,B1,31.64092522,0,106.4723384,0,0,0,138.1132636,
"3,276",92,R3,9.754073379,0,89.20747048,0,0,0,98.96154386,
695,92,R2,56.10245581,0,151.0290932,0,0,0,207.131549,
"2,194",92,B2,35.78456776,0,116.4935885,0,0,0,152.2781562,Too bulky
"10,553",92,B3,9.848723625,0,0,0,0,0,9.848723625,intake broke
"5,216",93,B1,0,0,210.2042765,0,0,0,210.2042765,
386,93,B2,18.83305926,0,79.65944287,0,0,0,98.49250213,
"1,833",93,R1,64.15127638,0,219.7957235,0,0,0,283.9469999,
"1,902",93,B3,0,0,70.29167716,0,0,0,70.29167716,
"4,400",93,R3,70.16694074,0,193.04888,0,0,0,263.2158207,
148,93,R2,53.52749074,0,134.76822,0,0,0,188.2957107,
"2,586",94,B1,0,0,16.06955797,0,0,0,16.06955797,
"10,903",94,R3,0,0,13.4002961,0,0,0,13.4002961,Died for half of match
"2,713",94,B3,23.79251075,0,30.36270631,0,0,0,54.15521706,
"5,414",94,R2,32.47250926,0,81.8314839,0,0,0,114.3039932,
341,94,B2,62.20748925,0,291.5677357,0,0,0,353.775225,
"3,966",94,R1,20.44197882,0,210.4501452,0,0,0,230.892124,
"4,590",95,R1,0,0,0,0,0,0,2,Started match dead
"6,436",95,B3,52.97297297,0,206,0,0,0,258.972973,
"2,052",95,B2,37.42232092,0,44.67574781,0,0,0,82.09806873,
"10,935",95,R3,3.027027027,0,0,0,0,0,3.027027027,defense
"3,005",95,B1,25.13570026,0,58.87410703,0,0,0,84.00980729,
818,95,R2,16.63202322,0,145.7167688,10,0,0,172.348792,
"4,206",96,R1,44.17117752,0,157.9256581,0,0,0,202.0968356,
"2,370",96,B2,64.82882248,0,115.6961691,0,0,0,180.5249916,Mid shuttles and def
424,96,B3,40.4723168,0,144.4838712,0,0,0,184.956188,
"3,354",96,R3,47.89565999,0,26.79936005,0,0,0,74.69502004,
"3,044",96,R2,0,0,72.37817285,0,0,0,72.37817285,
"1,108",96,B1,50.16492336,0,134.0128244,0,0,0,184.1777478,
948,97,R1,10.35771615,0,30.53289936,0,0,0,40.8906155,
"1,540",97,R2,18.63120716,0,251.251887,0,0,0,269.8830941,
"4,099",97,B2,41.47736049,0,169.4542762,0,0,0,210.9316367,
"5,948",97,R3,32.36430389,0,0,0,0,0,32.36430389,Defense
233,97,B1,32.00448896,0,89.74811302,0,0,0,121.752602,Got bleached in auto
0,97,B3,0,0,0,0,0,0,2,
"9,029",,,88,0,121,0,0,0,209,
0,98,R1,0,0,0,0,0,0,2,
"9,408",,,0,0,329,0,0,0,329,
0,98,B3,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
0,,,0,0,0,0,0,0,2,
"5,549",,,20.69690656,0,145.3128711,0,0,0,166.0097777,
"8,046",99,B3,17.44964839,0,66.80602843,0,0,0,84.25567682,
346,99,R1,31.64154215,0,199.483157,0,0,0,231.1246992,
687,99,B2,60.19461795,0,289.375508,0,0,0,349.570126,
"5,951",99,R2,14.35573366,0,121.8184636,0,0,0,136.1741972,
88,99,R3,35.66155129,0,148.2039719,0,0,0,183.8655232,
"1,796",99,B1,78.16435222,0,200.6121346,0,0,0,278.7764869,
"9,067",100,R2,6.835647776,0,103.3878654,0,0,0,110.2235131,
"9,450",100,R3,0,0,0,0,0,0,2,
"10,979",100,B1,0,0,0,0,0,0,2,Shooter angles too weird to shoot in hub
"6,988",100,B3,0,0,0,0,0,0,2,
"7,160",100,R1,30,0,149,0,0,0,179,
195,100,B2,79.76162503,0,179.3566736,0,0,0,259.1182986,
"2,046",101,B1,69.66304604,0,276.5888671,0,0,0,346.2519131,
"3,256",101,B2,12.57532894,0,152.0544593,0,0,0,164.6297882,"Good turret, but seems easily defendable and weird CoM that makes them unstable at times"
"6,352",101,B3,9.898380624,0,107.3255045,0,0,0,117.2238851,
"6,352",101,R1,9.898380624,0,107.3255045,0,0,0,117.2238851,
"4,253",101,R1,16.20323875,0,159.3489911,0,0,0,175.5522298,
"3,276",101,R3,57.79512649,0,252.8151628,0,0,0,310.6102893,
868,102,B2,41.20487351,0,178.1848372,0,0,0,219.3897107,
148,102,B1,68.09990591,0,111.5719292,0,0,0,179.6718351,
"1,902",102,R3,0,0,0,0,0,0,2,"L defense bot, their systems broke ig"
599,102,B3,0,0,268.9017315,0,0,0,268.9017315,
"9,245",102,R2,10.90009409,0,117.5263393,0,0,0,128.4264334,
"1,884",102,R1,0,0,0,0,0,0,2,HOW DID THEY GET HERE!
"2,052",103,B3,51,0,237.752195,0,0,0,288.752195,
"4,561",103,B2,58.93520767,0,143.1297584,0,0,0,202.0649661,
386,103,R2,15.06479233,0,35.7105667,0,0,0,50.77535903,
"2,586",103,R1,0,0,138.1596749,0,0,0,138.1596749,
973,103,R3,0,0,168.247805,0,0,0,168.247805,beach during auto
"1,922",103,B1,0,0,248.8534274,0,0,0,248.8534274,
"10,935",104,B2,6.041302881,0,23.89861993,0,0,0,29.93992281,
"2,370",104,R3,6.097094276,0,111.5124161,0,0,0,117.6095104,
"2,996",104,B1,64.06864284,0,177.3608753,0,0,0,241.4295181,
"11,463",104,R2,11.89005428,0,29.7405048,0,0,0,41.63055907,
930,104,R1,45.90290572,0,165.6341565,0,0,0,211.5370622,Fast cycler
"5,216",104,B3,0,0,18.98807147,0,0,0,18.98807147,hopper broke
233,105,B2,43.48201562,0,92.37050051,0,0,0,135.8525161,
"3,966",105,B3,39.22182168,0,192.1539231,0,0,0,231.3757448,
"4,590",105,R3,31.78869404,0,69.40304964,0,0,0,101.1917437,
604,105,R2,62.98948427,0,162.4430272,0,0,0,225.4325115,
"10,903",105,R1,16.51798438,0,19.64142802,0,0,0,36.15941239,crap mechanisms
818,105,B1,36.04647972,0,40.73589015,0,0,0,76.78236988,
"8,373",106,B3,14.77989816,0,102.2127348,0,0,0,116.9926329,Bleaches easily
"4,099",106,R2,0,0,88.93499039,0,0,0,88.93499039,
341,106,B2,48.22010184,0,246.2251848,10,0,0,304.4452866,
"1,577",106,R1,0,0,110.5620804,0,0,0,110.5620804,beached on bump in auto
"2,194",106,R3,61.95352028,0,188.3291195,0,0,0,250.2826397,
"5,414",106,B1,35.04617686,0,75.66787346,0,0,0,110.7140503,
"9,408",107,R1,94.92143706,0,387.5945845,0,0,0,482.5160216,
"10,553",107,B3,20.07856294,0,59.40541548,0,0,0,79.48397842,defense
88,107,B1,51.95382314,0,112.9375163,0,0,0,164.8913395,
"8,046",107,R3,0,0,93.3946102,0,0,0,93.3946102,
0,107,R2,0,0,0,0,0,0,2,
"6,647",,,54.08972292,0,228.4122101,0,0,0,282.501933,
"9,450",108,B3,0,0,0,0,0,0,2,"Mid defense, intake mechanism prob brok"
424,108,R2,50.19724771,0,222.6169344,0,0,0,272.8141821,
687,108,R1,34.55657418,0,35.64004391,0,0,0,70.19661809,
"6,436",108,B1,40.3537029,0,145.947746,0,0,0,186.3014489,
424,108,B2,42.80275229,0,135.3830656,0,0,0,178.1858179,
"2,067",108,R3,54.84462394,0,249.1483602,0,0,0,303.9929841,
"4,400",109,R1,0,0,129.5979785,0,0,0,129.5979785,
"9,128",109,B3,43.44107014,0,325.2794659,0,0,0,368.720536,
"1,796",109,B1,50.51044218,0,0,0,0,0,50.51044218,intake broke at the beginning of telelop
"7,160",109,R3,11.64493388,0,73.8516398,0,0,0,85.49657368,Liam was beating it mid match
"1,540",109,R2,35.55892986,0,164.1225557,0,0,0,199.6814855,
948,109,B2,14.22235262,0,47.23047157,0,0,0,61.45282419,
346,110,R1,0,0,221.2527679,0,0,0,221.2527679,
"3,354",110,B1,71.04296384,0,196.318052,0,0,0,267.3610159,
"9,067",110,B3,33.6684958,0,0,0,0,0,33.6684958,
"3,005",110,R3,64.10915157,0,304.7695284,0,0,0,368.87868,
"5,951",110,R2,15.95703616,0,101.4291801,0,0,0,117.3862162,
